Number,FileName,Value,Digits,Length,Width,Height,Box
11117,11117.png,56,"[5, 6]",2,237,101,"[75, 7, 166, 94]"
11118,11118.png,174,"[1, 7, 4]",3,83,29,"[19, 4, 62, 28]"
11119,11119.png,219,"[2, 1, 9]",3,245,103,"[88, 21, 156, 65]"
11120,11120.png,98,"[9, 8]",2,43,13,"[16, 1, 29, 12]"
11121,11121.png,26,"[2, 6]",2,52,26,"[20, 1, 31, 23]"
11122,11122.png,25,"[2, 5]",2,64,32,"[26, 5, 41, 25]"
11123,11123.png,399,"[3, 9, 9]",3,69,27,"[24, 4, 49, 25]"
11124,11124.png,36,"[3, 6]",2,116,48,"[39, 4, 76, 36]"
11125,11125.png,77,"[7, 7]",2,43,21,"[13, 1, 29, 17]"
11126,11126.png,6,[6],1,124,61,"[47, 7, 75, 54]"
11127,11127.png,15,"[1, 5]",2,81,41,"[29, 1, 51, 40]"
11128,11128.png,2231,"[2, 2, 3, 1]",4,69,17,"[13, 1, 55, 15]"
11129,11129.png,241,"[2, 4, 1]",3,91,38,"[29, 6, 62, 34]"
11130,11130.png,3,[3],1,88,48,"[34, 4, 55, 42]"
11131,11131.png,2634,"[2, 6, 3, 4]",4,56,17,"[15, 1, 44, 15]"
11132,11132.png,34,"[3, 4]",2,154,65,"[58, 13, 96, 54]"
11133,11133.png,43,"[4, 3]",2,52,28,"[18, 3, 33, 25]"
11134,11134.png,88,"[8, 8]",2,40,17,"[11, 1, 27, 17]"
11135,11135.png,1132,"[1, 1, 3, 2]",4,113,44,"[28, 7, 79, 37]"
11136,11136.png,2,[2],1,215,113,"[94, 34, 119, 78]"
11137,11137.png,9,[9],1,65,33,"[27, 7, 38, 25]"
11138,11138.png,857,"[8, 5, 7]",3,78,37,"[28, 9, 56, 31]"
11139,11139.png,17,"[1, 7]",2,157,75,"[63, 14, 92, 59]"
11140,11140.png,25,"[2, 5]",2,82,38,"[29, 5, 54, 33]"
11141,11141.png,21,"[2, 1]",2,141,55,"[48, 7, 89, 47]"
11142,11142.png,11,"[1, 1]",2,59,28,"[18, 1, 36, 24]"
11143,11143.png,54,"[5, 4]",2,192,87,"[69, 19, 128, 70]"
11144,11144.png,46,"[4, 6]",2,61,31,"[22, 1, 39, 31]"
11145,11145.png,1307,"[1, 3, 0, 7]",4,78,21,"[17, 1, 62, 21]"
11146,11146.png,48,"[4, 8]",2,241,103,"[97, 13, 156, 76]"
11147,11147.png,40,"[4, 0]",2,70,31,"[26, 1, 47, 27]"
11148,11148.png,50,"[5, 0]",2,101,49,"[40, 9, 65, 40]"
11149,11149.png,22,"[2, 2]",2,129,54,"[41, 7, 85, 43]"
11150,11150.png,146,"[1, 4, 6]",3,129,57,"[52, 13, 81, 44]"
11151,11151.png,252,"[2, 5, 2]",3,45,21,"[14, 0, 32, 18]"
11152,11152.png,45,"[4, 5]",2,100,47,"[39, 10, 66, 38]"
11153,11153.png,127,"[1, 2, 7]",3,193,75,"[62, 12, 134, 60]"
11154,11154.png,160,"[1, 6, 0]",3,56,24,"[18, 1, 37, 21]"
11155,11155.png,45,"[4, 5]",2,62,30,"[24, 3, 40, 26]"
11156,11156.png,99,"[9, 9]",2,45,19,"[14, 1, 31, 19]"
11157,11157.png,71,"[7, 1]",2,65,27,"[22, 1, 45, 26]"
11158,11158.png,102,"[1, 0, 2]",3,79,35,"[26, 6, 51, 27]"
11159,11159.png,4930,"[4, 9, 3, 0]",4,172,65,"[61, 8, 120, 55]"
11160,11160.png,303,"[3, 0, 3]",3,265,103,"[144, 21, 180, 56]"
11161,11161.png,875,"[8, 7, 5]",3,99,37,"[33, 8, 70, 28]"
11162,11162.png,180,"[1, 8, 0]",3,118,49,"[33, 5, 84, 43]"
11163,11163.png,95,"[9, 5]",2,110,47,"[38, 7, 76, 39]"
11164,11164.png,162,"[1, 6, 2]",3,123,56,"[40, 4, 82, 50]"
11165,11165.png,65,"[6, 5]",2,65,27,"[23, 1, 43, 23]"
11166,11166.png,52,"[5, 2]",2,131,56,"[41, 7, 96, 48]"
11167,11167.png,15,"[1, 5]",2,141,63,"[60, 14, 87, 53]"
11168,11168.png,25,"[2, 5]",2,174,71,"[80, 11, 114, 59]"
11169,11169.png,2,[2],1,46,24,"[17, 2, 26, 19]"
11170,11170.png,38,"[3, 8]",2,220,89,"[79, 8, 150, 79]"
11171,11171.png,29,"[2, 9]",2,464,201,"[155, 40, 310, 148]"
11172,11172.png,91,"[9, 1]",2,231,110,"[91, 17, 141, 82]"
11173,11173.png,60,"[6, 0]",2,63,31,"[24, 4, 38, 25]"
11174,11174.png,84,"[0, 8, 4]",3,75,34,"[27, 6, 49, 28]"
11175,11175.png,63,"[6, 3]",2,187,94,"[76, 30, 121, 72]"
11176,11176.png,462,"[4, 6, 2]",3,230,69,"[68, 22, 106, 55]"
11177,11177.png,48,"[4, 8]",2,117,47,"[35, 5, 86, 40]"
11178,11178.png,51,"[5, 1]",2,141,63,"[50, 10, 96, 53]"
11179,11179.png,110,"[1, 1, 0]",3,214,112,"[140, 16, 204, 88]"
11180,11180.png,12,"[1, 2]",2,115,56,"[42, 10, 75, 46]"
11181,11181.png,115,"[1, 1, 5]",3,86,48,"[32, 7, 48, 38]"
11182,11182.png,9,[9],1,246,144,"[98, 18, 148, 124]"
11183,11183.png,35,"[3, 5]",2,263,115,"[74, 9, 184, 102]"
11184,11184.png,94,"[9, 4]",2,86,38,"[27, 4, 58, 34]"
11185,11185.png,5,[5],1,115,53,"[50, 11, 64, 40]"
11186,11186.png,34,"[3, 4]",2,51,23,"[17, 5, 34, 17]"
11187,11187.png,116,"[1, 1, 6]",3,166,76,"[60, 19, 103, 58]"
11188,11188.png,3,[3],1,81,40,"[32, 7, 50, 35]"
11189,11189.png,130,"[1, 3, 0]",3,89,38,"[31, 4, 61, 31]"
11190,11190.png,6,[6],1,477,179,"[151, 48, 208, 137]"
11191,11191.png,76,"[7, 6]",2,281,157,"[108, 19, 173, 137]"
11192,11192.png,401,"[4, 0, 1]",3,315,119,"[103, 25, 218, 98]"
11193,11193.png,230,"[2, 3, 0]",3,153,69,"[49, 9, 107, 62]"
11194,11194.png,17,"[1, 7]",2,84,42,"[29, 9, 51, 35]"
11195,11195.png,41,"[4, 1]",2,73,35,"[27, 3, 42, 29]"
11196,11196.png,68,"[6, 8]",2,52,21,"[17, 1, 37, 17]"
11197,11197.png,5,[5],1,72,33,"[26, 4, 44, 30]"
11198,11198.png,185,"[1, 8, 5]",3,305,93,"[73, 21, 158, 77]"
11199,11199.png,280,"[2, 8, 0]",3,354,167,"[130, 68, 222, 122]"
11200,11200.png,131,"[1, 3, 1]",3,195,89,"[63, 16, 130, 72]"
11201,11201.png,10,"[1, 0]",2,147,75,"[51, 13, 93, 62]"
11202,11202.png,29,"[2, 9]",2,268,119,"[91, 23, 173, 92]"
11203,11203.png,41,"[4, 1]",2,55,25,"[20, 5, 32, 23]"
11204,11204.png,49,"[4, 9]",2,108,48,"[34, 4, 72, 44]"
11205,11205.png,3,[3],1,82,45,"[37, 3, 47, 37]"
11206,11206.png,6,[6],1,235,111,"[83, 7, 153, 101]"
11207,11207.png,15,"[1, 5]",2,85,38,"[28, 7, 57, 30]"
11208,11208.png,47,"[4, 7]",2,49,22,"[15, 2, 32, 20]"
11209,11209.png,431,"[4, 3, 1]",3,70,32,"[23, 10, 45, 25]"
11210,11210.png,1506,"[1, 5, 0, 6]",4,55,18,"[9, 1, 40, 17]"
11211,11211.png,6,[6],1,73,68,"[0, 21, 23, 57]"
11212,11212.png,15,"[1, 5]",2,164,73,"[57, 12, 98, 59]"
11213,11213.png,9,[9],1,64,32,"[25, 1, 40, 28]"
11214,11214.png,3,[3],1,92,52,"[37, 5, 54, 46]"
11215,11215.png,14,"[1, 4]",2,108,50,"[31, 5, 75, 46]"
11216,11216.png,15,"[1, 5]",2,53,21,"[18, 1, 34, 19]"
11217,11217.png,5,[5],1,74,40,"[33, 7, 44, 32]"
11218,11218.png,27,"[2, 7]",2,138,68,"[44, 4, 94, 58]"
11219,11219.png,86,"[8, 6]",2,73,31,"[24, 1, 49, 28]"
11220,11220.png,21,"[2, 1]",2,105,56,"[37, 9, 69, 53]"
11221,11221.png,17,"[1, 7]",2,106,49,"[38, 6, 71, 33]"
11222,11222.png,310,"[3, 1, 0]",3,198,70,"[39, 11, 71, 35]"
11223,11223.png,54,"[5, 4]",2,65,27,"[22, 3, 38, 19]"
11224,11224.png,9,[9],1,71,38,"[27, 2, 49, 36]"
11225,11225.png,221,"[2, 2, 1]",3,244,121,"[89, 48, 156, 99]"
11226,11226.png,3880,"[3, 8, 8, 0]",4,301,114,"[123, 44, 206, 92]"
11227,11227.png,43,"[4, 3]",2,121,56,"[45, 9, 73, 44]"
11228,11228.png,2,[2],1,55,27,"[22, 4, 34, 22]"
11229,11229.png,212,"[2, 1, 2]",3,50,22,"[14, 1, 34, 21]"
11230,11230.png,457,"[4, 5, 7]",3,223,92,"[76, 16, 151, 55]"
11231,11231.png,37,"[3, 7]",2,131,55,"[39, 3, 95, 53]"
11232,11232.png,42,"[4, 2]",2,145,64,"[44, 9, 102, 56]"
11233,11233.png,515,"[5, 1, 5]",3,72,30,"[23, 7, 45, 23]"
11234,11234.png,54,"[5, 4]",2,124,52,"[35, 4, 84, 42]"
11235,11235.png,92,"[9, 2]",2,50,21,"[17, 1, 32, 18]"
11236,11236.png,183,"[1, 8, 3]",3,81,36,"[28, 7, 54, 28]"
11237,11237.png,187,"[1, 8, 7]",3,169,64,"[56, 15, 100, 54]"
11238,11238.png,351,"[3, 5, 1]",3,305,105,"[137, 53, 177, 88]"
11239,11239.png,115,"[1, 1, 5]",3,167,83,"[63, 15, 105, 67]"
11240,11240.png,22,"[2, 2]",2,73,38,"[27, 6, 46, 36]"
11241,11241.png,34,"[3, 4]",2,74,31,"[18, 2, 53, 29]"
11242,11242.png,19,"[1, 9]",2,41,19,"[14, 1, 25, 15]"
11243,11243.png,80,"[8, 0]",2,152,65,"[52, 21, 94, 52]"
11244,11244.png,117,"[1, 1, 7]",3,131,61,"[46, 13, 85, 46]"
11245,11245.png,50,"[5, 0]",2,117,56,"[42, 11, 72, 44]"
11246,11246.png,30,"[3, 0]",2,195,83,"[62, 2, 134, 79]"
11247,11247.png,1782,"[1, 7, 8, 2]",4,159,76,"[53, 8, 103, 64]"
11248,11248.png,54,"[5, 4]",2,49,21,"[14, 1, 36, 21]"
11249,11249.png,194,"[1, 9, 4]",3,100,40,"[29, 2, 70, 35]"
11250,11250.png,330,"[3, 3, 0]",3,165,64,"[56, 14, 108, 48]"
11251,11251.png,71,"[7, 1]",2,134,68,"[56, 21, 79, 54]"
11252,11252.png,81,"[8, 1]",2,77,38,"[28, 5, 49, 33]"
11253,11253.png,34,"[3, 4]",2,115,59,"[46, 10, 67, 43]"
11254,11254.png,9,[9],1,65,31,"[34, 7, 41, 24]"
11255,11255.png,33,"[3, 3]",2,157,75,"[59, 17, 95, 57]"
11256,11256.png,381,"[3, 8, 1]",3,143,56,"[53, 12, 90, 39]"
11257,11257.png,7,[7],1,112,95,"[19, 21, 39, 68]"
11258,11258.png,26,"[2, 6]",2,426,156,"[196, 63, 235, 111]"
11259,11259.png,11,"[1, 1]",2,172,87,"[65, 14, 102, 79]"
11260,11260.png,85,"[8, 5]",2,97,41,"[28, 1, 69, 36]"
11261,11261.png,19,"[1, 9]",2,50,20,"[17, 3, 33, 17]"
11262,11262.png,359,"[3, 5, 9]",3,72,31,"[23, 2, 51, 29]"
11263,11263.png,26,"[2, 6]",2,69,31,"[24, 3, 47, 27]"
11264,11264.png,32,"[3, 2]",2,99,47,"[35, 11, 63, 40]"
11265,11265.png,342,"[3, 4, 2]",3,129,54,"[36, 3, 86, 43]"
11266,11266.png,110,"[1, 1, 0]",3,36,13,"[10, 1, 23, 13]"
11267,11267.png,65,"[6, 5]",2,107,56,"[42, 13, 66, 40]"
11268,11268.png,34,"[3, 4]",2,103,42,"[39, 11, 64, 29]"
11269,11269.png,77,"[7, 7]",2,112,54,"[37, 6, 72, 46]"
11270,11270.png,100,"[1, 0, 0]",3,99,39,"[31, 3, 67, 36]"
11271,11271.png,134,"[1, 3, 4]",3,91,34,"[28, 4, 68, 30]"
11272,11272.png,85,"[8, 5]",2,140,55,"[60, 13, 84, 43]"
11273,11273.png,57,"[5, 7]",2,96,40,"[34, 1, 65, 37]"
11274,11274.png,182,"[1, 8, 2]",3,356,100,"[81, 34, 140, 88]"
11275,11275.png,283,"[2, 8, 3]",3,274,152,"[112, 68, 216, 128]"
11276,11276.png,22,"[2, 2]",2,130,64,"[47, 10, 82, 56]"
11277,11277.png,5410,"[5, 4, 1, 0]",4,70,25,"[20, 4, 48, 21]"
11278,11278.png,106,"[1, 0, 6]",3,82,34,"[27, 3, 55, 32]"
11279,11279.png,31,"[3, 1]",2,56,29,"[22, 3, 36, 22]"
11280,11280.png,314,"[3, 1, 4]",3,254,107,"[97, 20, 163, 83]"
11281,11281.png,32,"[3, 2]",2,85,34,"[27, 1, 56, 28]"
11282,11282.png,2,[2],1,121,62,"[45, 6, 68, 53]"
11283,11283.png,714,"[7, 1, 4]",3,125,62,"[47, 9, 77, 51]"
11284,11284.png,4,[4],1,73,35,"[33, 9, 40, 27]"
11285,11285.png,96,"[9, 6]",2,133,69,"[47, 5, 86, 58]"
11286,11286.png,4,[4],1,55,28,"[18, 2, 36, 25]"
11287,11287.png,395,"[3, 9, 5]",3,120,61,"[46, 7, 76, 45]"
11288,11288.png,6,[6],1,70,38,"[27, 5, 41, 33]"
11289,11289.png,51,"[5, 1]",2,249,106,"[89, 14, 157, 87]"
11290,11290.png,220,"[2, 2, 0]",3,363,118,"[99, 39, 130, 67]"
11291,11291.png,53,"[5, 3]",2,334,185,"[128, 25, 190, 143]"
11292,11292.png,18,"[1, 8]",2,174,69,"[66, 7, 128, 54]"
11293,11293.png,55,"[5, 5]",2,108,47,"[43, 14, 65, 37]"
11294,11294.png,758,"[7, 5, 8]",3,47,14,"[11, 1, 36, 13]"
11295,11295.png,683,"[6, 8, 3]",3,212,86,"[82, 23, 134, 60]"
11296,11296.png,46,"[4, 6]",2,62,27,"[17, 1, 41, 27]"
11297,11297.png,449,"[4, 4, 9]",3,56,20,"[17, 2, 41, 16]"
11298,11298.png,24,"[2, 4]",2,130,60,"[39, 5, 89, 51]"
11299,11299.png,30,"[3, 0]",2,66,29,"[20, 5, 46, 27]"
11300,11300.png,181,"[1, 8, 1]",3,83,39,"[32, 5, 50, 30]"
11301,11301.png,15,"[1, 5]",2,55,26,"[23, 6, 32, 22]"
11302,11302.png,1378,"[1, 3, 7, 8]",4,62,18,"[17, 1, 45, 14]"
11303,11303.png,32,"[3, 2]",2,48,20,"[14, 1, 33, 17]"
11304,11304.png,156,"[1, 5, 6]",3,69,28,"[22, 4, 46, 23]"
11305,11305.png,122,"[1, 2, 2]",3,379,154,"[190, 85, 234, 129]"
11306,11306.png,13,"[1, 3]",2,115,53,"[48, 14, 67, 38]"
11307,11307.png,9,[9],1,79,41,"[32, 6, 46, 33]"
11308,11308.png,12,"[1, 2]",2,75,39,"[20, 4, 44, 32]"
11309,11309.png,66,"[6, 6]",2,62,28,"[22, 3, 42, 23]"
11310,11310.png,8,[8],1,79,41,"[28, 5, 46, 36]"
11311,11311.png,245,"[2, 4, 5]",3,334,138,"[181, 23, 235, 66]"
11312,11312.png,827,"[8, 2, 7]",3,142,69,"[51, 8, 94, 60]"
11313,11313.png,8,[8],1,184,77,"[74, 13, 111, 61]"
11314,11314.png,63,"[6, 3]",2,122,52,"[36, 4, 88, 45]"
11315,11315.png,76,"[7, 6]",2,56,25,"[19, 2, 35, 20]"
11316,11316.png,13,"[1, 3]",2,63,33,"[23, 2, 41, 28]"
11317,11317.png,122,"[1, 2, 2]",3,169,68,"[48, 7, 123, 58]"
11318,11318.png,7,[7],1,71,40,"[30, 2, 43, 36]"
11319,11319.png,138,"[1, 3, 8]",3,104,68,"[44, 17, 98, 61]"
11320,11320.png,135,"[1, 3, 5]",3,86,35,"[26, 5, 57, 31]"
11321,11321.png,52,"[5, 2]",2,47,18,"[15, 1, 30, 16]"
11322,11322.png,31,"[3, 1]",2,62,30,"[21, 5, 39, 24]"
11323,11323.png,35,"[3, 5]",2,111,46,"[32, 4, 80, 43]"
11324,11324.png,6,[6],1,97,41,"[47, 4, 67, 35]"
11325,11325.png,17,"[1, 7]",2,38,16,"[12, 2, 25, 14]"
11326,11326.png,2226,"[2, 2, 2, 6]",4,89,25,"[20, 1, 70, 22]"
11327,11327.png,138,"[1, 3, 8]",3,96,41,"[30, 11, 65, 35]"
11328,11328.png,56,"[5, 6]",2,115,49,"[33, 5, 80, 44]"
11329,11329.png,669,"[6, 6, 9]",3,178,70,"[53, 32, 92, 60]"
11330,11330.png,42,"[4, 2]",2,84,43,"[33, 8, 52, 35]"
11331,11331.png,73,"[7, 3]",2,274,201,"[29, 34, 123, 169]"
11332,11332.png,51,"[5, 1]",2,170,70,"[63, 15, 105, 52]"
11333,11333.png,20,"[2, 0]",2,122,57,"[42, 12, 70, 43]"
11334,11334.png,33,"[3, 3]",2,88,40,"[31, 7, 54, 30]"
11335,11335.png,17,"[1, 7]",2,129,59,"[50, 12, 73, 44]"
11336,11336.png,324,"[3, 2, 4]",3,185,76,"[69, 18, 117, 58]"
11337,11337.png,60,"[6, 0]",2,107,48,"[33, 1, 71, 41]"
11338,11338.png,14,"[1, 4]",2,107,51,"[36, 7, 69, 39]"
11339,11339.png,78,"[7, 8]",2,48,23,"[18, 4, 29, 18]"
11340,11340.png,397,"[3, 9, 7]",3,382,107,"[233, 30, 290, 77]"
11341,11341.png,1770,"[1, 7, 7, 0]",4,62,20,"[16, 2, 46, 17]"
11342,11342.png,5,[5],1,164,77,"[67, 10, 103, 61]"
11343,11343.png,19,"[1, 9]",2,65,31,"[29, 9, 40, 21]"
11344,11344.png,79,"[7, 9]",2,139,62,"[40, 4, 93, 56]"
11345,11345.png,98,"[9, 8]",2,296,117,"[89, 50, 143, 106]"
11346,11346.png,85,"[8, 5]",2,44,18,"[16, 2, 29, 15]"
11347,11347.png,6,[6],1,82,39,"[28, 2, 50, 38]"
11348,11348.png,26,"[2, 6]",2,410,170,"[132, 25, 258, 131]"
11349,11349.png,118,"[1, 1, 8]",3,155,65,"[80, 6, 114, 42]"
11350,11350.png,114,"[1, 1, 4]",3,188,83,"[69, 19, 119, 69]"
11351,11351.png,79,"[7, 9]",2,149,62,"[46, 5, 106, 59]"
11352,11352.png,35,"[3, 5]",2,75,38,"[29, 7, 43, 27]"
11353,11353.png,13,"[1, 3]",2,92,49,"[38, 7, 53, 43]"
11354,11354.png,59,"[5, 9]",2,52,24,"[19, 2, 36, 20]"
11355,11355.png,209,"[2, 0, 9]",3,104,42,"[35, 8, 67, 34]"
11356,11356.png,55,"[5, 5]",2,93,48,"[34, 3, 56, 41]"
11357,11357.png,75,"[7, 5]",2,68,28,"[22, 2, 45, 27]"
11358,11358.png,11,"[1, 1]",2,231,103,"[77, 13, 161, 95]"
11359,11359.png,54,"[5, 4]",2,127,65,"[50, 9, 80, 47]"
11360,11360.png,186,"[1, 8, 6]",3,137,55,"[51, 16, 84, 42]"
11361,11361.png,10,"[1, 0]",2,124,61,"[47, 12, 74, 48]"
11362,11362.png,87,"[8, 7]",2,84,40,"[30, 4, 51, 31]"
11363,11363.png,38,"[3, 8]",2,99,46,"[31, 2, 68, 39]"
11364,11364.png,121,"[1, 2, 1]",3,52,20,"[17, 3, 37, 15]"
11365,11365.png,17,"[1, 7]",2,87,45,"[35, 5, 53, 39]"
11366,11366.png,99,"[9, 9]",2,145,63,"[43, 4, 103, 56]"
11367,11367.png,13,"[1, 3]",2,56,20,"[15, 1, 39, 19]"
11368,11368.png,22,"[2, 2]",2,69,32,"[24, 3, 47, 28]"
11369,11369.png,46,"[4, 6]",2,170,64,"[70, 12, 103, 48]"
11370,11370.png,303,"[3, 0, 3]",3,391,124,"[90, 19, 180, 82]"
11371,11371.png,85,"[8, 5]",2,116,56,"[39, 6, 76, 51]"
11372,11372.png,1782,"[1, 7, 8, 2]",4,103,34,"[25, 2, 80, 31]"
11373,11373.png,27,"[2, 7]",2,48,24,"[19, 2, 29, 20]"
11374,11374.png,27,"[2, 7]",2,197,84,"[64, 9, 135, 75]"
11375,11375.png,26,"[2, 6]",2,142,56,"[43, 2, 100, 52]"
11376,11376.png,4,[4],1,88,50,"[35, 7, 52, 41]"
11377,11377.png,237,"[2, 3, 7]",3,104,38,"[27, 6, 73, 32]"
11378,11378.png,154,"[1, 5, 4]",3,152,66,"[55, 11, 94, 50]"
11379,11379.png,26,"[2, 6]",2,57,25,"[19, 1, 41, 24]"
11380,11380.png,1,[1],1,46,25,"[20, 2, 27, 20]"
11381,11381.png,109,"[1, 0, 9]",3,170,82,"[58, 11, 106, 67]"
11382,11382.png,45,"[4, 5]",2,48,21,"[13, 1, 32, 19]"
11383,11383.png,16,"[1, 6]",2,76,34,"[26, 1, 53, 29]"
11384,11384.png,42,"[4, 2]",2,191,98,"[65, 12, 128, 82]"
11385,11385.png,15,"[1, 5]",2,163,77,"[62, 18, 96, 60]"
11386,11386.png,282,"[2, 8, 2]",3,76,32,"[26, 7, 45, 27]"
11387,11387.png,11,"[1, 1]",2,156,81,"[64, 11, 96, 67]"
11388,11388.png,24,"[2, 4]",2,181,82,"[57, 9, 126, 75]"
11389,11389.png,737,"[7, 3, 7]",3,347,135,"[183, 34, 227, 79]"
11390,11390.png,66,"[6, 6]",2,118,69,"[30, 22, 63, 51]"
11391,11391.png,78,"[7, 8]",2,61,24,"[22, 5, 39, 17]"
11392,11392.png,128,"[1, 2, 8]",3,97,35,"[32, 5, 68, 31]"
11393,11393.png,22,"[2, 2]",2,77,38,"[28, 5, 50, 31]"
11394,11394.png,234,"[2, 3, 4]",3,290,101,"[58, 1, 220, 92]"
11395,11395.png,1,[1],1,57,27,"[31, 4, 37, 24]"
11396,11396.png,44,"[4, 4]",2,60,20,"[24, 4, 42, 17]"
11397,11397.png,636,"[6, 3, 6]",3,69,26,"[18, 1, 50, 23]"
11398,11398.png,57,"[5, 7]",2,47,29,"[3, 3, 25, 26]"
11399,11399.png,11,"[1, 1]",2,98,47,"[39, 9, 62, 37]"
11400,11400.png,3,[3],1,106,53,"[45, 13, 63, 46]"
11401,11401.png,80,"[8, 0]",2,273,148,"[131, 27, 206, 129]"
11402,11402.png,140,"[1, 4, 0]",3,145,61,"[48, 11, 100, 50]"
11403,11403.png,163,"[1, 6, 3]",3,168,90,"[65, 1, 124, 77]"
11404,11404.png,6,[6],1,97,40,"[40, 11, 58, 30]"
11405,11405.png,35,"[3, 5]",2,159,86,"[65, 19, 120, 71]"
11406,11406.png,46,"[4, 6]",2,147,63,"[49, 15, 87, 60]"
11407,11407.png,2383,"[2, 3, 8, 3]",4,64,19,"[16, 1, 48, 18]"
11408,11408.png,216,"[2, 1, 6]",3,59,21,"[16, 1, 42, 19]"
11409,11409.png,111,"[1, 1, 1]",3,90,38,"[30, 7, 59, 31]"
11410,11410.png,68,"[6, 8]",2,94,43,"[34, 8, 61, 37]"
11411,11411.png,3,[3],1,64,25,"[34, 3, 43, 21]"
11412,11412.png,45,"[4, 5]",2,103,46,"[33, 4, 67, 43]"
11413,11413.png,8,[8],1,71,39,"[30, 6, 42, 30]"
11414,11414.png,112,"[1, 1, 2]",3,93,40,"[33, 8, 59, 35]"
11415,11415.png,218,"[2, 1, 8]",3,81,28,"[20, 1, 60, 25]"
11416,11416.png,216,"[2, 1, 6]",3,226,97,"[74, 12, 149, 71]"
11417,11417.png,46,"[4, 6]",2,98,35,"[28, 1, 58, 32]"
11418,11418.png,11,"[1, 1]",2,421,163,"[215, 62, 272, 122]"
11419,11419.png,433,"[4, 3, 3]",3,59,21,"[19, 1, 38, 18]"
11420,11420.png,30,"[3, 0]",2,124,61,"[39, 6, 86, 57]"
11421,11421.png,4,[4],1,42,19,"[17, 3, 24, 15]"
11422,11422.png,213,"[2, 1, 3]",3,64,28,"[19, 6, 43, 24]"
11423,11423.png,78,"[7, 8]",2,189,87,"[62, 11, 120, 75]"
11424,11424.png,8,[8],1,47,21,"[17, 1, 29, 21]"
11425,11425.png,30,"[3, 0]",2,81,39,"[26, 5, 54, 34]"
11426,11426.png,849,"[8, 4, 9]",3,237,106,"[85, 21, 145, 83]"
11427,11427.png,106,"[1, 0, 6]",3,113,40,"[29, 1, 84, 35]"
11428,11428.png,70,"[7, 0]",2,194,83,"[57, 10, 140, 74]"
11429,11429.png,25,"[2, 5]",2,75,35,"[32, 5, 46, 27]"
11430,11430.png,20,"[2, 0]",2,310,134,"[140, 33, 204, 108]"
11431,11431.png,29,"[2, 9]",2,89,42,"[34, 5, 55, 35]"
11432,11432.png,6,[6],1,66,35,"[23, 6, 42, 32]"
11433,11433.png,31,"[3, 1]",2,120,60,"[45, 10, 78, 54]"
11434,11434.png,54,"[5, 4]",2,112,50,"[33, 6, 79, 47]"
11435,11435.png,39,"[3, 9]",2,56,26,"[20, 2, 37, 23]"
11436,11436.png,111,"[1, 1, 1]",3,83,34,"[25, 4, 54, 28]"
11437,11437.png,294,"[2, 9, 4]",3,85,28,"[25, 3, 64, 25]"
11438,11438.png,200,"[2, 0, 0]",3,108,42,"[36, 10, 71, 36]"
11439,11439.png,177,"[1, 7, 7]",3,89,40,"[26, 1, 63, 39]"
11440,11440.png,14,"[1, 4]",2,375,189,"[142, 32, 239, 149]"
11441,11441.png,34,"[3, 4]",2,52,24,"[19, 3, 31, 20]"
11442,11442.png,42,"[4, 2]",2,267,122,"[89, 18, 181, 104]"
11443,11443.png,411,"[4, 1, 1]",3,93,39,"[30, 7, 58, 28]"
11444,11444.png,66,"[6, 6]",2,243,97,"[83, 13, 162, 83]"
11445,11445.png,27,"[2, 7]",2,137,54,"[39, 4, 99, 48]"
11446,11446.png,4,[4],1,58,27,"[21, 8, 29, 20]"
11447,11447.png,5,[5],1,129,70,"[54, 9, 76, 56]"
11448,11448.png,25,"[2, 5]",2,75,38,"[27, 3, 46, 29]"
11449,11449.png,29,"[2, 9]",2,92,38,"[32, 6, 62, 33]"
11450,11450.png,41,"[4, 1]",2,131,59,"[46, 10, 85, 45]"
11451,11451.png,249,"[2, 4, 9]",3,86,34,"[25, 1, 61, 31]"
11452,11452.png,4,[4],1,55,27,"[21, 2, 33, 23]"
11453,11453.png,234,"[2, 3, 4]",3,75,26,"[20, 1, 52, 24]"
11454,11454.png,63,"[6, 3]",2,96,44,"[31, 4, 62, 34]"
11455,11455.png,111,"[1, 1, 1]",3,86,35,"[32, 4, 58, 29]"
11456,11456.png,255,"[2, 5, 5]",3,193,83,"[79, 20, 120, 57]"
11457,11457.png,93,"[9, 3]",2,69,33,"[28, 2, 43, 28]"
11458,11458.png,226,"[2, 2, 6]",3,152,70,"[58, 19, 98, 47]"
11459,11459.png,36,"[3, 6]",2,115,49,"[34, 1, 78, 47]"
11460,11460.png,160,"[1, 6, 0]",3,182,80,"[67, 15, 124, 63]"
11461,11461.png,20,"[2, 0]",2,79,33,"[25, 2, 56, 29]"
11462,11462.png,182,"[1, 8, 2]",3,326,184,"[135, 101, 183, 151]"
11463,11463.png,218,"[2, 1, 8]",3,72,28,"[27, 1, 50, 23]"
11464,11464.png,60,"[6, 0]",2,187,82,"[67, 11, 122, 65]"
11465,11465.png,74,"[7, 4]",2,118,48,"[30, 4, 81, 40]"
11466,11466.png,78,"[7, 8]",2,169,76,"[49, 5, 124, 70]"
11467,11467.png,186,"[1, 8, 6]",3,121,58,"[44, 11, 75, 46]"
11468,11468.png,94,"[9, 4]",2,36,13,"[13, 1, 24, 11]"
11469,11469.png,6,[6],1,72,55,"[44, 9, 59, 40]"
